,Energy[eV],alpha_norm_deg,alpha_deg,beta_norm_deg,beta_deg,cff,Efficiency
84,1340,83.84,6.16,-81.80348106364174,8.19651893635826,1.3286279767482978,0.0823848067881418
85,1350,83.88,6.12,-81.84682484589567,8.153175154104332,1.3302547444368487,0.08380361461331207
86,1360,83.94,6.0600000000000005,-81.9050103906492,8.094989609350804,1.333852740883571,0.08628394012340994
87,1370,83.98,6.0200000000000005,-81.94800994488291,8.051990055117088,1.335597568878755,0.08884475285076326
88,1380,84.02,5.98,-81.99084914670115,8.009150853298848,1.337392152067211,0.09112791508715493
89,1390,84.06,5.94,-82.03352956611346,7.966470433886542,1.3392372404146506,0.09327432220648313
90,1400,84.1,5.9,-82.07605269707288,7.923947302927118,1.3411336168348729,0.09515515344712491
91,1410,84.14,5.86,-82.11841995938009,7.881580040619909,1.3430820979998586,0.09689740097285449
92,1420,84.18,5.82,-82.16063270049355,7.839367299506449,1.3450835351988926,0.09874156337365304
93,1430,84.22,5.78,-82.2026921972494,7.797307802750595,1.347138815248563,0.10073325796485258
94,1440,84.26,5.74,-82.24459965749543,7.755400342504572,1.3492488614553537,0.10289918887913951
95,1450,84.3,5.7,-82.2863562216424,7.713643778357607,1.3514146346328102,0.1052473052309612
96,1460,84.34,5.66,-82.32796296413662,7.672037035863383,1.35363713417542,0.10776535130635616
97,1470,84.38,5.62,-82.3694208948563,7.6305791051436955,1.3559173991914872,0.1104176144264264
98,1480,84.42,5.58,-82.41073096043613,7.589269039563874,1.3582565096972805,0.11313957156058746
99,1490,84.46,5.54,-82.45189404552089,7.548105954479112,1.3606555878753215,0.11583001409513959
100,1500,84.5,5.5,-82.49291097395327,7.507089026046728,1.3631157993992877,0.11793344283613728
101,1510,84.54,5.46,-82.53378250989687,7.4662174901031335,1.3656383548286377,0.11963087755636063
102,1520,84.58,5.42,-82.57450935889732,7.425490641102684,1.3682245110761406,0.12066566003131819
103,1530,84.6,5.4,-82.60049027101053,7.399509728989472,1.3684987697331177,0.12400369507173897
104,1540,84.64,5.36,-82.64095836781706,7.359041632182937,1.3711828845959593,0.12686873247367048
105,1550,84.68,5.32,-82.68128415055064,7.318715849449362,1.373933798538699,0.12882716210757897
106,1560,84.7,5.3,-82.70692818197615,7.293071818023847,1.374297508718704,0.13007756200583823
107,1570,84.74,5.26,-82.74700103202622,7.252998967973781,1.3771509864358744,0.1338954424166575
108,1580,84.78,5.22,-82.78693348656657,7.213066513433432,1.3800747890827474,0.13630635995504758
109,1590,84.8,5.2,-82.81225198870465,7.187748011295355,1.3805309200889648,0.1375949781092474
110,1600,84.84,5.16,-82.85193648916355,7.148063510836451,1.383562410751065,0.141371156729532
111,1610,84.88,5.12,-82.89148208327018,7.108517916729824,1.3866681074941196,0.1426237350518742
112,1620,84.9,5.1000000000000005,-82.91648526451577,7.083514735484229,1.3872201041311054,0.1452033839368648
113,1630,84.94,5.0600000000000005,-82.95578709220975,7.0442129077902536,1.3904391744385447,0.14769360564151973
114,1640,84.96,5.04,-82.98058732288432,7.019412677115682,1.3910524939608124,0.14913991735741655
115,1650,85.0,5.0,-83.01964809855932,6.9803519014406845,1.3943885337529478,0.1524526875688256
116,1660,85.02,4.98,-83.04424956315339,6.955750436846614,1.3950645484815554,0.1535686840347423
117,1670,85.06,4.94,-83.08307169341845,6.916928306581553,1.3985213861890287,0.1571817852566283
118,1680,85.08,4.92,-83.10747829857917,6.892521701420833,1.3992615952852372,0.1586304160710931
119,1690,85.12,4.88,-83.14606389354063,6.853936106459372,1.4028433039827128,0.16183467352092887
120,1700,85.14,4.86,-83.17027928043647,6.829720719563525,1.4036493387576896,0.16422364234012352
121,1710,85.18,4.82,-83.20863016398202,6.791369836017978,1.4073602493996773,0.16568104786167367
122,1720,85.2,4.8,-83.23265771971629,6.767342280283714,1.4082338792269282,0.16912610262599614
123,1730,85.22,4.78,-83.2565971026271,6.743402897372903,1.4091330660521935,0.16933544969281458
124,1740,85.26,4.74,-83.2946183070144,6.705381692985597,1.413021733938582,0.1731336765974829
125,1750,85.28,4.72,-83.31837480617865,6.681625193821347,1.4139909691678851,0.17542379094240496
126,1760,85.3,4.7,-83.34204592168774,6.657954078312258,1.414986427833524,0.1752892702993374
127,1770,85.34,4.66,-83.37974164696145,6.620258353038551,1.4190612641001488,0.17998716700473083
128,1780,85.36,4.64,-83.40323432284274,6.596765677157265,1.4201295058910655,0.18239709750147443
129,1790,85.38,4.62,-83.42664416736348,6.573355832636523,1.4212247405366416,0.1828479289312415
130,1800,85.42,4.58,-83.46401782205463,6.535982177945371,1.4254949010421352,0.18638133674996055
131,1810,85.44,4.5600000000000005,-83.48725319821439,6.51274680178561,1.426665953198782,0.1898644354514383
132,1820,85.46,4.54,-83.51040807367646,6.489591926323541,1.427864876314501,0.19163451394801145
133,1830,85.48,4.5200000000000005,-83.53348326360978,6.4665167363902185,1.4290918631416372,0.19172137773698394
134,1840,85.52,4.48,-83.57044624523772,6.429553754762281,1.4336184159480845,0.1952673126709704
135,1850,85.54,4.46,-83.59335179987046,6.406648200129538,1.4349253760946743,0.19854599455659458
136,1860,85.56,4.44,-83.61617972641677,6.3838202735832255,1.4362614248191579,0.20058945566722183
137,1870,85.58,4.42,-83.63893075418815,6.361069245811848,1.4376267948979,0.20172388501975566
138,1880,85.6,4.4,-83.66160559234761,6.3383944076523875,1.439021727851663,0.2022080492434126
139,1890,85.64,4.36,-83.69807303992229,6.301926960077708,1.4438766302861075,0.20528237515415526
140,1900,85.66,4.34,-83.72058344912637,6.279416550873634,1.445357187644887,0.20891941086183988
141,1910,85.68,4.32,-83.74301941560478,6.256980584395222,1.4468685260190206,0.21181317149389464
142,1920,85.7,4.3,-83.76538157122181,6.234618428778191,1.4484109306310495,0.21416348405988878
143,1930,85.72,4.28,-83.78767052971175,6.212329470288253,1.4499846962108915,0.21613276955301955
144,1940,85.74,4.26,-83.80988688705098,6.190113112949021,1.4515901271332927,0.2178525574726475
145,1950,85.76,4.24,-83.83203122181921,6.167968778180793,1.453227537561713,0.2192986133826281
146,1960,85.78,4.22,-83.8541040955485,6.145895904451507,1.454897251599106,0.22044670188503063
147,1970,85.8,4.2,-83.87610605306061,6.12389394693939,1.4565996034457886,0.22159898156015842
148,1980,85.84,4.16,-83.91173445645177,6.088265543548232,1.4620569760582816,0.22384225671593208
149,1990,85.86,4.14,-83.93357943808026,6.066420561919742,1.4638561884094925,0.22670206867681636
150,2000,85.88,4.12,-83.95535476461075,6.044645235389254,1.4656896307688272,0.2293576838052835
151,2010,85.9,4.1,-83.97706091585115,6.022939084148845,1.467557689323989,0.23185702560445548
152,2020,85.92,4.08,-83.99869835639277,6.001301643607235,1.4694607615153459,0.23423290474994515
153,2030,85.94,4.0600000000000005,-84.02026753588757,5.9797324641124305,1.47139925624609,0.23650401455059372
154,2040,85.96,4.04,-84.04176888931705,5.958231110682945,1.4733735941006716,0.23867540886071129
155,2050,85.98,4.0200000000000005,-84.0632028372526,5.936797162747396,1.4753842075718304,0.24073845562387083
156,2060,86.0,4.0,-84.0845697861066,5.915430213893401,1.4774315412966934,0.2426702451100933
157,2070,86.02,3.98,-84.10587012837682,5.8941298716231785,1.479516052301691,0.24443241110181108
158,2080,86.04,3.96,-84.12710424288153,5.872895757118471,1.4816382102571664,0.24596929822646268
159,2090,86.04,3.96,-84.1347749320039,5.865225067996107,1.4797097862360562,0.2469832225122145
160,2100,86.06,3.94,-84.15589750615422,5.8441024938457815,1.4818717690716283,0.24982395895449916
161,2110,86.08,3.92,-84.17695520238905,5.823044797610947,1.4840722349920876,0.252734554953703
162,2120,86.1,3.9,-84.19794834879298,5.802051651207023,1.4863116938282506,0.25565709591650265
163,2130,86.12,3.88,-84.21887726087932,5.781122739120676,1.488590669123882,0.25851762168347875
164,2140,86.14,3.86,-84.23974224178355,5.760257758216454,1.4909096984417993,0.26122222191208394
165,2150,86.16,3.84,-84.26054358244981,5.739456417550187,1.4932693336813325,0.26365190879727607
166,2160,86.18,3.8200000000000003,-84.28128156181234,5.718718438187665,1.4956701414070592,0.2656558976958105
167,2170,86.2,3.8000000000000003,-84.30195644696961,5.698043553030388,1.4981127031897545,0.26704284348599017
168,2180,86.22,3.7800000000000002,-84.32256849335396,5.677431506646045,1.5005976159594452,0.26756952889355134
169,2190,86.24,3.7600000000000002,-84.34311794489412,5.656882055105882,1.5031254923714719,0.2669265605698283
170,2200,86.24,3.7600000000000002,-84.35030233124144,5.649697668758563,1.5012226792986703,0.27091190392816167
171,2210,86.26,3.74,-84.3707501886028,5.629249811397202,1.5037943662729942,0.2749695521324321
172,2220,86.28,3.72,-84.39113642768415,5.608863572315855,1.5064101542953967,0.2783033262764824
173,2230,86.3,3.7,-84.411461250116,5.588538749883995,1.5090707056363442,0.2803766159763667
174,2240,86.32,3.68,-84.43172484680368,5.568275153196325,1.5117766998463873,0.2808337284474698
175,2250,86.34,3.66,-84.4519273980598,5.548072601940206,1.5145288341928238,0.2793059687416821
176,2260,86.34,3.66,-84.4588675583429,5.541132441657098,1.5126402032299888,0.2828090266026187
177,2270,86.36,3.64,-84.478973066754,5.521026933246006,1.5154386620721718,0.28701240634906006
178,2280,86.38,3.62,-84.49901833151054,5.500981668489459,1.518284575583688,0.28973538511356145
179,2290,86.4,3.6,-84.51900349419508,5.480996505804924,1.5211786968242846,0.29037514743979487
180,2300,86.42,3.58,-84.53892868643531,5.461071313564688,1.524121798434274,0.28811457280065883
181,2310,86.42,3.58,-84.54567646014827,5.454323539851728,1.522244268623915,0.29283315546391425
182,2320,86.44,3.56,-84.56550797689951,5.434492023100489,1.5252360119812969,0.297093734565434
183,2330,86.46,3.54,-84.58528019201253,5.414719807987467,1.5282782074662327,0.2989463969515329
184,2340,86.48,3.52,-84.60499320090618,5.395006799093821,1.5313716893257099,0.2973783496982126
185,2350,86.48,3.52,-84.61159228954281,5.388407710457187,1.5295040682729268,0.2999244428979851
186,2360,86.5,3.5,-84.63121410206564,5.368785897934359,1.5326481031475945,0.30490033613941653
187,2370,86.52,3.48,-84.65077727859182,5.349222721408182,1.5358450245360062,0.30682183850229056
188,2380,86.54,3.46,-84.67028188010546,5.329718119894537,1.5390957332195696,0.3042508573700855
189,2390,86.54,3.46,-84.67673935371528,5.323260646284723,1.537236340438018,0.3084302189169028
190,2400,86.56,3.44,-84.69615499830178,5.303845001698221,1.54053971883028,0.3126150257837678
191,2410,86.58,3.42,-84.7155125449631,5.284487455036896,1.543898622938011,0.3125816565549099
192,2420,86.58,3.42,-84.72186430075794,5.278135699242057,1.5420481701571545,0.3109468043146917
193,2430,86.6,3.4,-84.74113452149066,5.258865478509335,1.5454612163854078,0.31709537346203887
194,2440,86.62,3.38,-84.76034705610739,5.239652943892608,1.5489316250097802,0.3189984698817308
195,2450,86.64,3.36,-84.77950190970836,5.220498090291642,1.5524604200208103,0.3145520290598123
196,2460,86.64,3.36,-84.78572346429529,5.2142765357047125,1.5506153812140655,0.32159316777947494
197,2470,86.66,3.34,-84.80479284874866,5.1952071512513385,1.5542008110611496,0.32465565044294853
198,2480,86.68,3.3200000000000003,-84.8238048790602,5.176195120939795,1.5578466214668023,0.32089609826823157
199,2490,86.68,3.3200000000000003,-84.82992892388158,5.170071076118418,1.5560085146306568,0.3266502921337451
200,2500,86.7,3.3000000000000003,-84.84885684704228,5.151143152957715,1.5597127003734335,0.3300800445335297
201,2510,86.72,3.2800000000000002,-84.86772768333866,5.132272316661343,1.5634793730249614,0.32581575430893095
202,2520,86.72,3.2800000000000002,-84.87375750284507,5.126242497154934,1.56164737458027,0.3324374706509508
203,2530,86.74,3.2600000000000002,-84.89254548787945,5.107454512120555,1.5654742801499508,0.33530946041989823
204,2540,86.74,3.2600000000000002,-84.8985092780825,5.1014907219175,1.5636511682459822,0.3306247350007983
205,2550,86.76,3.24,-84.91721533181519,5.082784668184814,1.5675391969459505,0.3385229148807641
206,2560,86.78,3.22,-84.93586474292837,5.0641352570716265,1.571493027829385,0.33930440269798023
207,2570,86.78,3.22,-84.94173951962497,5.058260480375026,1.5696747195308494,0.3376003065796904
208,2580,86.8,3.2,-84.96030809040293,5.039691909597067,1.5736917189644357,0.3438964015005064
209,2590,86.82,3.18,-84.9788201390615,5.021179860938503,1.577776935583556,0.3411975814792292
210,2600,86.82,3.18,-84.98460882179631,5.015391178203686,1.575962641452958,0.34496773853875107
211,2610,86.84,3.16,-85.00304102661426,4.996958973385745,1.5801132048992,0.34820694032667115
212,2620,86.84,3.16,-85.00876904348748,4.991230956512524,1.5783065069993836,0.34385520284414367
213,2630,86.86,3.14,-85.0271221622436,4.9728778377564,1.5825234764800369,0.35173247199534674
214,2640,86.88,3.12,-85.04541897484809,4.95458102515191,1.5868124741356575,0.3495335067964087
215,2650,86.88,3.12,-85.05106554079336,4.94893445920664,1.58500854061911,0.3530564410177123
216,2660,86.9,3.1,-85.06928411667397,4.93071588332603,1.589366336428706,0.3560347448964304
217,2670,86.9,3.1,-85.07487308604424,4.925126913955765,1.5875692307132168,0.35304410434215894
218,2680,86.92,3.08,-85.09301409118491,4.906985908815088,1.5919969962841978,0.3601622727841993
219,2690,86.94,3.06,-85.11109887471596,4.888901125284036,1.5965009345656354,0.3545288651687403
220,2700,86.94,3.06,-85.1166107190312,4.8833892809687995,1.5947053706962047,0.3627943365078325
221,2710,86.96,3.04,-85.13461864347455,4.865381356525447,1.5992819032235883,0.361905904792051
222,2720,86.96,3.04,-85.14007575521688,4.859924244783116,1.5974924221866822,0.3644632546959853
223,2730,86.98,3.02,-85.15800740092861,4.841992599071389,1.602142842423937,0.367096393181973
224,2740,86.98,3.02,-85.16341089112939,4.836589108870612,1.6003591596487248,0.36516808263837125
225,2750,87.0,3.0,-85.18126680644615,4.818733193553854,1.605084804231357,0.3708956089232245
226,2760,87.0,3.0,-85.18661775648096,4.813382243519044,1.6033066392525386,0.3657247904580445
227,2770,87.02,2.98,-85.20439845859175,4.795601541408246,1.6081088891751008,0.3739757550157882
228,2780,87.02,2.98,-85.20969792116753,4.790302078832468,1.6063359654153289,0.3663629714034174
229,2790,87.04,2.96,-85.22740389694474,4.772596103055264,1.611216247279091,0.37666969177252885
230,2800,87.06,2.94,-85.24505366209996,4.754946337900037,1.616181972619525,0.3714094956579179
231,2810,87.06,2.94,-85.25028460384027,4.749715396159729,1.6144080791599102,0.3792147862157467
232,2820,87.08,2.92,-85.26786008405684,4.732139915943165,1.6194549912065583,0.3758808744664597
233,2830,87.08,2.92,-85.27304200603528,4.726957993964717,1.6176856371954647,0.3817773094312687
234,2840,87.1,2.9,-85.2905436139171,4.7094563860829055,1.6228153074036644,0.37974967226258044
235,2850,87.1,2.9,-85.29567747630446,4.704322523695538,1.6210502267657252,0.3844683444674475
236,2860,87.12,2.88,-85.31310559671928,4.686894403280718,1.6262642779434755,0.38316057896174144
237,2870,87.12,2.88,-85.31819233496805,4.681807665031954,1.6245032075686205,0.3873537548994181
238,2880,87.14,2.86,-85.33554732572352,4.664452674276475,1.6298033154594533,0.3861820402171218
239,2890,87.14,2.86,-85.34058785135606,4.659412148643938,1.6280459950130517,0.39045983498208053
240,2900,87.16,2.84,-85.35787004384422,4.6421299561557845,1.6334338899555099,0.3888126957524987
241,2910,87.16,2.84,-85.36286524521003,4.637134754789969,1.6316800616926097,0.39368149711339073
242,2920,87.18,2.82,-85.38007494502384,4.619925054976164,1.63715753035871,0.39070947997798655
243,2930,87.18,2.82,-85.38502568802706,4.614974311972944,1.6354069389421153,0.3967972012011023
244,2940,87.2,2.8000000000000003,-85.4021631755486,4.597836824451406,1.6409758261590612,0.39190731811445045
245,2950,87.2,2.8000000000000003,-85.40707030434717,4.592929695652828,1.6392282184809044,0.3999764212286233
246,2960,87.22,2.7800000000000002,-85.42413583530939,4.575864164690614,1.6448904291395992,0.39225150059066627
247,2970,87.22,2.7800000000000002,-85.4290001729874,4.570999827012599,1.643145554146061,0.4030792460148449
248,2980,87.22,2.7800000000000002,-85.43383698313382,4.566163016866184,1.641410541744751,0.3957212541154625
249,2990,87.24,2.7600000000000002,-85.45081632822478,4.549183671775225,1.6471606637192067,0.405904104466748
250,3000,87.24,2.7600000000000002,-85.45561158403189,4.544388415968115,1.6454280499468952,0.400812445525439
251,3010,87.26,2.74,-85.47251976093042,4.527480239069575,1.651275330850999,0.40816822854451135
252,3020,87.26,2.74,-85.47727423512454,4.52272576487546,1.649544870675258,0.405956887005486
253,3030,87.28,2.72,-85.4941114196567,4.505888580343296,1.6554914070875484,0.4094774631482388
254,3040,87.28,2.72,-85.49882586606351,4.5011741339364875,1.6537628569622336,0.41092122555411986
255,3050,87.3,2.7,-85.51559221168012,4.484407788319885,1.6598108140031744,0.40927982363487886
256,3060,87.3,2.7,-85.52026736578874,4.47973263421126,1.6580839317055875,0.4153889884605779
257,3070,87.32,2.68,-85.53696300400058,4.463036995999417,1.664235545444668,0.4067942608940154
258,3080,87.32,2.68,-85.54159958350728,4.458400416492722,1.662510089914163,0.41892451706389544
259,3090,87.32,2.68,-85.54621092323644,4.453789076763556,1.6607940163096742,0.413436801396491
260,3100,87.34,2.66,-85.5628233296321,4.437176670367904,1.6670434010698585,0.4209157728243037
261,3110,87.34,2.66,-85.56739717694074,4.432602823059256,1.665328442026192,0.41993863633733697
262,3120,87.36,2.64,-85.5839393766824,4.416060623317605,1.6716860116113317,0.4201691140228862
263,3130,87.36,2.64,-85.58847640666578,4.411523593334223,1.6699719300409566,0.4250262855349094
264,3140,87.36,2.64,-85.59298915556492,4.407010844435078,1.668267011431913,0.41569089680152205
265,3150,87.38,2.62,-85.60944933187021,4.390550668129791,1.6747267070007341,0.428332213916931
266,3160,87.38,2.62,-85.61392628301178,4.386073716988221,1.673022362549477,0.4237601828394007
267,3170,87.4,2.6,-85.63031663626977,4.369683363730232,1.6795950817105958,0.42881719386463973
268,3180,87.4,2.6,-85.63475842519709,4.3652415748029085,1.677891077460996,0.43043993644234485
269,3190,87.42,2.58,-85.6510789686158,4.348921031384194,1.684579448019938,0.42490411022582103
270,3200,87.42,2.58,-85.65548621597038,4.3445137840296155,1.6828755503052293,0.4348692375964766
271,3210,87.42,2.58,-85.65987042899232,4.3401295710076795,1.6811805480762225,0.42916765346985997
272,3220,87.44,2.56,-85.67611025538227,4.3238897446177305,1.6879782631459612,0.4357373905971165
273,3230,87.44,2.56,-85.68046086636396,4.319539133636042,1.6862830739180388,0.43685117571033383
274,3240,87.46,2.54,-85.69663111038491,4.303368889615086,1.6932017891609203,0.43097650168010776
275,3250,87.46,2.54,-85.70094870422685,4.299051295773154,1.6915061812478929,0.44151183951901934
276,3260,87.46,2.54,-85.70524410237002,4.294755897629983,1.68981928051093,0.43659106395314395
277,3270,87.48,2.52,-85.7213344636184,4.278665536381595,1.6968525375040306,0.4413715638205911
278,3280,87.48,2.52,-85.72559773156185,4.274402268438152,1.6951649307722976,0.44439601017466984
279,3290,87.48,2.52,-85.72983929279852,4.270160707201484,1.6934859072864616,0.43521689443847644
280,3300,87.5,2.5,-85.74585032351848,4.254149676481518,1.7006363647520741,0.4479325769114641
281,3310,87.5,2.5,-85.75006061147158,4.249939388528418,1.6989563519971118,0.44573003547008794
282,3320,87.52,2.48,-85.766002324481,4.2339976755190065,1.706236448721782,0.44456228750797994
283,3330,87.52,2.48,-85.77018187177944,4.229818128220558,1.7045552173842822,0.45204504352904357
284,3340,87.52,2.48,-85.77434048127509,4.22565951872491,1.7028823993178976,0.44589042203263585
285,3350,87.54,2.46,-85.79020347800852,4.209796521991478,1.710285474274982,0.4517966243768524
286,3360,87.54,2.46,-85.79433215678488,4.205667843215124,1.7086111589875268,0.4545303042012489
